Campaign_ID,Channel,Date,Budget,Impressions,Clicks,Conversions,Revenue,Customer_Feedback
CMP_6859,Website,2025-12-16,38473.62,863113,28583,2882,95928.17227552374,Love this brand!
CMP_8900,Website,2025-12-22,13656.32,393957,12666,2519,248517.19626478627,Highly recommended!
CMP_5718,SMS,2025-06-24,4291.32,139218,3360,328,7161.463495777643,"Spammy ad, hidden it."
CMP_8328,Website,2025-06-15,49248.08,2045932,121439,6399,143206.94721762603,"Spammy ad, hidden it."
CMP_2900,SMS,2025-09-14,32907.41,968179,81065,10073,816707.5946491614,"Not interested, irrelevant content."
CMP_8462,SMS,2025-05-29,47277.17,2314103,214810,26157,2512999.2453234033,Highly recommended!
CMP_9187,Social Media,2025-11-19,27630.27,1015564,34593,5422,394109.3752194299,"Not interested, irrelevant content."
CMP_7688,SMS,2025-11-09,17136.22,310993,12011,1398,58509.52051869748,Love this brand!
CMP_7302,Social Media,2025-11-27,47067.05,1119292,59285,10902,459676.880611963,Too expensive for me.
CMP_7789,Website,2025-07-22,2830.95,44781,4173,814,61274.71091518624,"Decent, but could be better."
CMP_3439,Social Media,2025-04-26,6630.43,217391,14426,2316,92768.77783602268,Too expensive for me.
CMP_1331,SMS,2025-04-08,9450.16,127752,7053,521,20854.283829825094,Amazing offer! bought it immediately.
CMP_8376,Social Media,2025-04-15,48842.47,1282385,70221,9759,337564.4239192495,Too expensive for me.
CMP_3571,SMS,2025-11-10,26254.24,1105725,102036,10176,302938.3607236142,Highly recommended!
CMP_2066,SMS,2025-09-20,17030.15,364805,20070,3898,332392.80078937527,Love this brand!
CMP_4998,SMS,2025-03-22,25815.5,786158,14437,1568,77997.48170998231,"Great campaign, loved the visuals!"
CMP_4138,SMS,2025-07-22,19138.35,361448,16372,3207,187617.1225617519,Amazing offer! bought it immediately.
CMP_2081,Website,2025-04-08,47756.26,1464006,117431,13931,497471.7939692496,"Great campaign, loved the visuals!"
CMP_6256,Social Media,2025-05-26,7955.37,372765,30896,2316,145648.73433743915,The ad was okay but a bit repetitive.
CMP_6399,Website,2025-06-21,5229.15,62385,2413,242,5524.254602758352,"Great campaign, loved the visuals!"
CMP_8476,SMS,2025-01-22,14221.99,388951,29266,2942,289484.2407499938,Amazing offer! bought it immediately.
CMP_7665,SMS,2025-04-03,35979.95,1122125,83060,12456,819045.1047928595,Too expensive for me.
CMP_1902,SMS,2025-05-06,29977.24,481161,10441,1756,71551.52574972216,Love this brand!
CMP_4753,Email,2025-07-06,45206.31,2182097,168235,23476,837924.9633707323,"Decent, but could be better."
CMP_6084,Email,2025-06-01,41750.61,1430959,44732,6196,245968.89979317973,Too expensive for me.
CMP_5540,Social Media,2025-12-09,37197.9,1824960,42308,7608,703877.600299343,Love this brand!
CMP_3793,Social Media,2025-01-24,10861.07,240760,21523,1323,76522.53264792814,Highly recommended!
CMP_5150,Social Media,2025-11-20,16847.22,318686,16866,2065,93051.26655077965,Too expensive for me.
CMP_2020,SMS,2025-02-26,5640.56,212319,8878,1112,52601.35378692788,The ad was okay but a bit repetitive.
CMP_9052,Website,2025-11-30,44325.1,1111412,66700,7173,614635.9629643785,Love this brand!
CMP_3148,Email,2025-11-18,28507.7,736985,69608,5777,252153.7737529429,"Spammy ad, hidden it."
CMP_4065,SMS,2025-05-29,17900.14,451610,41688,8055,455048.3595337521,"Great campaign, loved the visuals!"
CMP_6618,Email,2025-10-05,45534.2,1857842,135757,15598,720615.9794397941,The ad was okay but a bit repetitive.
CMP_6235,Social Media,2025-01-23,46842.76,1060410,16458,1702,87384.99569670897,Love this brand!
CMP_8810,SMS,2025-02-01,41530.2,1106328,60098,6844,396347.3474188389,"Decent, but could be better."
CMP_1335,Website,2025-08-10,42630.06,1867926,40575,2992,155636.7256717994,"Great campaign, loved the visuals!"
CMP_1467,SMS,2025-05-05,37638.19,1139323,113468,19629,637263.336086168,Too expensive for me.
CMP_8832,Website,2025-05-05,38630.51,686578,16400,2835,252876.30070231785,Amazing offer! bought it immediately.
CMP_5314,Social Media,2025-10-27,20720.13,552875,11155,1796,168874.38511303862,"Worst experience, link didn't work."
CMP_5408,Email,2025-09-11,38567.7,784618,55015,9174,469678.84330135165,"Not interested, irrelevant content."
CMP_7176,Website,2025-02-02,28029.82,1131078,16398,1694,94251.1843856524,"Worst experience, link didn't work."
CMP_5228,Social Media,2025-06-08,11410.19,513055,8373,1177,42723.285594360794,The ad was okay but a bit repetitive.
CMP_1661,Social Media,2025-02-10,30035.36,337880,9628,706,50323.452918433446,The ad was okay but a bit repetitive.
CMP_8238,Email,2025-01-31,47086.78,1214305,21359,2856,210814.23337194818,Highly recommended!
CMP_6382,SMS,2025-12-03,5352.74,233309,23299,4220,396695.129290218,"Worst experience, link didn't work."
CMP_3400,Email,2025-11-09,12311.45,329699,28645,2877,168032.80976955133,Love this brand!
CMP_3910,Website,2025-05-15,26571.26,590203,13324,2241,138262.2468646338,"Worst experience, link didn't work."
CMP_7773,Website,2025-12-05,43338.63,1116985,12820,1750,115364.55658020651,"Worst experience, link didn't work."
CMP_9961,Social Media,2025-06-15,45024.29,948175,23580,1739,116144.40837318996,Love this brand!
CMP_4980,SMS,2025-06-15,35250.28,983784,55354,6581,514379.1048731825,The ad was okay but a bit repetitive.
CMP_8110,SMS,2026-01-17,22630.75,570112,55986,11093,579005.7854530085,"Worst experience, link didn't work."
CMP_7075,SMS,2025-06-11,48050.6,883897,53620,8726,469570.6350283229,"Decent, but could be better."
CMP_1692,SMS,2025-07-15,18642.94,555652,52284,10073,969812.4521473581,"Great campaign, loved the visuals!"
CMP_7690,Website,2025-09-28,26002.68,726494,61197,8052,689699.5082017869,Highly recommended!
CMP_4278,Website,2025-08-06,21534.66,401846,33136,6156,295004.42256952525,"Worst experience, link didn't work."
CMP_1832,Social Media,2025-03-20,9319.48,240675,7945,669,56455.12608521206,"Decent, but could be better."
CMP_5485,SMS,2025-04-28,30551.24,1236195,28942,2004,55577.75156719788,"Worst experience, link didn't work."
CMP_7235,Social Media,2025-04-22,7641.61,84994,7673,1318,64408.123050917435,Amazing offer! bought it immediately.
CMP_1028,SMS,2025-10-31,45067.28,1309383,48099,3587,144959.85895347194,"Not interested, irrelevant content."
CMP_9251,Email,2025-05-16,8456.59,225468,17084,2222,148446.97187849807,"Spammy ad, hidden it."
CMP_3642,Email,2025-11-13,33006.14,1632864,19400,1105,98691.10292687843,"Great campaign, loved the visuals!"
CMP_8998,Social Media,2025-03-07,10024.65,202692,11815,773,73654.05526425202,Highly recommended!
CMP_4721,Social Media,2025-03-30,37607.06,398706,39328,7666,158143.38307269377,"Not interested, irrelevant content."
CMP_4817,Website,2025-09-26,23139.2,889929,20979,2914,101234.76917689046,Highly recommended!
CMP_5361,Email,2026-01-11,26500.6,1064916,48249,4877,419884.19485616183,The ad was okay but a bit repetitive.
CMP_2230,Website,2025-06-07,22202.42,911957,29211,5218,358117.70408862666,The ad was okay but a bit repetitive.
CMP_8917,SMS,2025-04-26,10092.19,246736,13826,1028,63969.372459248545,Love this brand!
CMP_4788,SMS,2025-10-26,49199.78,988164,27596,3899,338945.04811980214,Love this brand!
CMP_6335,Email,2025-02-22,37685.77,1867993,58095,4366,215796.6513735768,Amazing offer! bought it immediately.
CMP_1155,Social Media,2025-04-02,30396.02,553792,17813,3518,127769.377704107,"Worst experience, link didn't work."
CMP_2843,Website,2025-07-13,15616.03,335794,12098,1048,46629.6010955377,"Spammy ad, hidden it."
CMP_7182,Website,2025-03-06,11523.15,316231,29611,4513,299097.9018247276,"Great campaign, loved the visuals!"
CMP_6099,Email,2025-07-18,38918.37,673888,23394,3483,247388.5398628952,Amazing offer! bought it immediately.
CMP_9465,SMS,2025-05-05,23753.76,640137,53509,10340,542782.2847944592,"Spammy ad, hidden it."
CMP_1382,SMS,2025-05-09,37395.54,1147969,68495,5298,116567.5325769123,Too expensive for me.
CMP_6354,Website,2025-04-07,43243.45,1454296,93179,17127,1493842.5915213337,"Spammy ad, hidden it."
CMP_8304,Website,2025-07-20,2657.93,125973,4638,253,6807.395723115285,Highly recommended!
CMP_9246,Email,2025-08-31,29512.42,1375211,120404,6792,633958.5407312933,Amazing offer! bought it immediately.
CMP_8688,Social Media,2025-10-23,43361.23,853899,20077,2931,159384.3265746886,"Worst experience, link didn't work."
CMP_6538,Social Media,2025-05-20,39417.8,1143697,108814,11695,477111.41436452395,"Worst experience, link didn't work."
CMP_9051,Email,2025-05-09,3339.48,41785,2105,286,19259.740773442034,Love this brand!
CMP_1879,Email,2025-07-04,34020.77,1042445,18034,963,60417.558362193144,"Not interested, irrelevant content."
CMP_2057,Website,2025-04-05,29548.71,428500,22183,2490,120985.7261235641,Highly recommended!
CMP_4962,Website,2025-04-11,24163.89,1139917,62910,5963,453402.22336472274,"Not interested, irrelevant content."
CMP_2083,Website,2025-02-23,12946.37,392340,22515,1442,31664.19718806179,Highly recommended!
CMP_3256,Website,2025-02-07,4146.69,89604,3846,288,15698.618461872127,"Worst experience, link didn't work."
CMP_3784,Website,2025-12-25,5501.36,190434,12900,1029,78223.30355158211,"Decent, but could be better."
CMP_4612,Email,2025-05-01,15179.11,175264,4977,983,55896.76370523328,Highly recommended!
CMP_7274,Social Media,2025-01-27,45513.77,1540265,141504,8746,623172.3399215176,Love this brand!
CMP_4976,Website,2025-12-10,27689.86,834401,12536,2433,121889.40509913987,Amazing offer! bought it immediately.
CMP_6887,SMS,2025-07-25,19271.42,412581,9613,1477,35985.98080547738,Too expensive for me.
CMP_8265,Email,2025-08-31,49396.07,1686305,61449,5120,305729.5158897779,"Great campaign, loved the visuals!"
CMP_8910,Email,2025-01-19,40744.18,755337,39266,2857,218297.00347003381,"Decent, but could be better."
CMP_8791,SMS,2025-02-25,31674.72,1260573,19536,3383,297918.7200667576,"Decent, but could be better."
CMP_8399,SMS,2025-05-14,27456.65,730924,29064,1576,140340.23710295217,"Spammy ad, hidden it."
CMP_9880,Email,2025-10-17,14292.5,227455,7066,369,28131.938786036757,"Worst experience, link didn't work."
CMP_6049,Email,2025-10-29,31336.05,470079,5999,471,24031.925279058916,"Spammy ad, hidden it."
CMP_9196,Email,2025-05-19,16476.13,462734,12206,1008,36999.51160045714,Amazing offer! bought it immediately.
CMP_1413,Website,2025-08-29,41513.46,1047972,100382,12666,812252.7642724401,"Decent, but could be better."
CMP_2010,SMS,2025-03-20,9509.97,300358,27924,5522,151043.75911881545,The ad was okay but a bit repetitive.
CMP_5883,Email,2025-05-07,16811.33,271084,19426,2467,217249.37369942653,"Great campaign, loved the visuals!"
CMP_6904,Website,2025-10-14,12007.57,587652,30941,6016,204024.88161285542,Too expensive for me.
CMP_3955,Website,2025-12-05,36927.22,1725502,79804,13973,1174382.4813415413,"Worst experience, link didn't work."
CMP_3451,Social Media,2025-03-01,33782.54,710390,47253,4536,131978.28215669314,Love this brand!
CMP_8239,Website,2025-05-01,45721.13,1648058,136372,19501,778551.2002197416,"Decent, but could be better."
CMP_7330,Social Media,2025-08-04,37117.19,1628611,103869,15194,446868.1102778111,Amazing offer! bought it immediately.
CMP_2423,SMS,2025-07-22,41654.99,914122,75827,7992,188240.59514599355,"Not interested, irrelevant content."
CMP_8900,Email,2025-12-19,34166.47,864148,47889,8752,459274.91913146566,"Spammy ad, hidden it."
CMP_3488,Website,2025-05-30,12838.97,567028,56269,5109,272918.893944385,Amazing offer! bought it immediately.
CMP_6136,Social Media,2025-10-04,17045.78,563534,33915,2278,71399.31169095346,"Great campaign, loved the visuals!"
CMP_5023,Social Media,2025-07-03,11121.64,550915,32105,5382,357726.5311189281,"Worst experience, link didn't work."
CMP_5057,Social Media,2025-02-17,22743.58,1050248,49026,3537,189617.6626928989,Too expensive for me.
CMP_7156,Email,2025-06-06,15728.34,163863,16023,1546,42537.02543666606,"Great campaign, loved the visuals!"
CMP_9259,Website,2025-12-10,46462.85,1293652,90617,15044,1110414.9279536037,"Spammy ad, hidden it."
CMP_1243,Social Media,2025-02-25,44351.48,1099846,83274,12952,1207209.7223726748,The ad was okay but a bit repetitive.
CMP_3501,Email,2025-06-10,16907.18,443883,24017,4197,124217.54223165222,"Great campaign, loved the visuals!"
CMP_6298,Website,2025-07-05,48324.17,1656179,155759,29241,953859.7539784736,Too expensive for me.
CMP_8096,SMS,2025-03-10,12417.7,331602,32501,3388,262514.0616698331,"Great campaign, loved the visuals!"
CMP_4815,SMS,2025-07-19,31382.42,1463634,36040,7068,618803.5720460848,Too expensive for me.
CMP_3595,Email,2025-10-21,19179.19,742910,65112,4933,164275.28092334623,Amazing offer! bought it immediately.
CMP_9848,Website,2025-12-16,6893.91,73237,7310,1371,78234.63749673974,The ad was okay but a bit repetitive.
CMP_1978,Email,2025-05-11,18535.53,410921,39902,5828,372575.39604178513,"Spammy ad, hidden it."
CMP_1006,Email,2025-03-05,13581.46,435285,6326,883,81659.06539515553,Love this brand!
CMP_1901,SMS,2025-08-22,24132.48,882378,70424,8317,538520.505792592,"Spammy ad, hidden it."
CMP_2223,Website,2025-12-07,8537.15,417626,30890,2227,159134.75434866434,"Decent, but could be better."
CMP_3260,Social Media,2025-04-03,30332.1,842802,25474,1749,57495.828476030874,"Decent, but could be better."
CMP_4978,Social Media,2026-01-05,23752.64,545030,31625,4438,400702.9596346289,The ad was okay but a bit repetitive.
CMP_9475,Website,2025-04-29,36182.94,1304044,38955,6186,603816.7762969547,"Not interested, irrelevant content."
CMP_8618,Email,2025-10-24,20830.63,489571,25386,4680,354347.65392904275,"Great campaign, loved the visuals!"
CMP_1848,SMS,2025-10-17,35120.0,804864,61826,4114,200380.70216527712,"Great campaign, loved the visuals!"
CMP_2679,SMS,2025-05-12,7656.83,129815,4722,532,35660.89533863527,Love this brand!
CMP_1709,SMS,2025-05-28,21182.48,709775,38421,2696,80204.38249313233,"Decent, but could be better."
CMP_7483,Email,2025-08-21,850.75,15605,548,50,1323.2360360370099,"Great campaign, loved the visuals!"
CMP_6056,Email,2025-06-20,29299.08,872929,66090,6546,505285.592122734,Love this brand!
CMP_8409,Email,2025-04-01,14293.36,394106,14257,2674,206259.40315412555,Too expensive for me.
CMP_6656,Website,2025-07-29,49976.19,1353205,69647,7951,330499.63896874833,"Decent, but could be better."
CMP_1867,Email,2025-09-03,21644.55,220774,3071,236,13649.302528843697,Highly recommended!
CMP_6967,Social Media,2025-10-31,13786.97,478823,5804,993,50438.47522358208,"Worst experience, link didn't work."
CMP_7803,Social Media,2025-09-25,38784.16,627144,14843,1323,58302.90796389171,"Spammy ad, hidden it."
CMP_8300,SMS,2026-01-15,34602.89,1640934,159960,29634,1678309.398117301,The ad was okay but a bit repetitive.
CMP_2403,SMS,2025-05-16,20066.41,224354,18456,3257,84233.52413076788,"Worst experience, link didn't work."
CMP_2276,SMS,2025-09-24,23834.22,545626,15230,2101,61671.69275040124,"Not interested, irrelevant content."
CMP_8233,Website,2025-11-16,4390.85,183392,3236,349,32789.82235010544,The ad was okay but a bit repetitive.
CMP_9730,Website,2025-06-02,30433.04,1206802,52130,7315,349904.2095749408,"Worst experience, link didn't work."
CMP_7052,SMS,2025-12-07,19373.5,847755,19423,3666,293170.5688335563,Love this brand!
CMP_1412,SMS,2025-08-27,30839.41,351318,12741,1417,90364.01532991567,Love this brand!
CMP_6562,Social Media,2025-09-28,41496.65,1799724,46858,2912,161754.96911454783,"Spammy ad, hidden it."
CMP_6201,SMS,2025-01-20,28119.04,1068236,34726,4983,290218.48368332477,"Decent, but could be better."
CMP_5777,Website,2025-08-19,6745.17,124625,4446,334,13529.664618473897,Amazing offer! bought it immediately.
CMP_9175,Social Media,2025-05-08,20840.32,295706,13307,2126,128449.02511106963,"Decent, but could be better."
CMP_1527,Email,2025-01-22,40891.58,1537512,70850,12120,1043692.9028374215,Highly recommended!
CMP_3596,SMS,2025-07-04,44538.4,890666,24902,4360,287008.2077837084,Too expensive for me.
CMP_5188,Social Media,2025-08-01,41710.95,592643,53522,8487,403151.8252953208,"Spammy ad, hidden it."
CMP_8716,SMS,2025-05-14,28349.79,447786,14633,2360,165698.40570753466,Amazing offer! bought it immediately.
CMP_6352,Social Media,2025-11-16,45736.75,2004798,131472,17208,1425779.1581439327,The ad was okay but a bit repetitive.
CMP_3542,Email,2025-06-18,40852.07,1908855,44129,7910,565627.9991617649,Too expensive for me.
CMP_3921,Email,2025-04-12,11270.76,220611,19489,1449,74477.5367679074,"Spammy ad, hidden it."
CMP_8958,Social Media,2025-06-11,21123.17,347294,31461,4692,403996.1717046869,"Decent, but could be better."
CMP_3673,Website,2025-07-23,32711.37,1398861,97447,15257,1363766.7954546474,"Decent, but could be better."
CMP_9614,Social Media,2025-12-12,1247.65,41102,2808,365,35643.5822851988,Love this brand!
CMP_2197,Email,2025-09-07,31659.63,1520398,56371,10715,787195.5166410464,"Decent, but could be better."
CMP_7484,Email,2025-01-29,45260.46,1142876,49347,9602,303089.2332331914,Amazing offer! bought it immediately.
CMP_9100,Social Media,2025-07-01,37584.23,391930,11132,975,71328.31848013029,"Spammy ad, hidden it."
CMP_7070,SMS,2025-09-30,36280.63,1044423,63242,11090,962398.2646302532,Highly recommended!
CMP_5762,Website,2025-06-07,2827.02,108138,2431,437,35528.543228616654,"Decent, but could be better."
CMP_9418,Email,2025-09-18,49982.26,752297,34108,6561,415651.164472107,Highly recommended!
CMP_3830,SMS,2025-02-21,19551.94,646555,17141,3353,95047.68967604023,Highly recommended!
CMP_4356,Social Media,2025-06-26,954.33,43692,2171,172,8499.481033284314,Too expensive for me.
CMP_6686,Social Media,2025-07-05,31748.41,1028149,19710,3729,310604.20848665055,"Great campaign, loved the visuals!"
CMP_4429,SMS,2025-10-24,12001.25,361442,14719,2292,50901.59936833434,"Decent, but could be better."
CMP_7976,Email,2025-10-18,15369.19,305579,19559,3739,369925.24976580346,"Spammy ad, hidden it."
CMP_9555,Email,2025-05-07,5491.18,210485,8304,1608,85904.7012733876,"Spammy ad, hidden it."
CMP_9483,Website,2025-07-07,24643.43,901846,9086,1059,28508.785149534084,Highly recommended!
CMP_4316,SMS,2025-07-02,2043.97,22242,2216,405,37051.71121978125,"Spammy ad, hidden it."
CMP_3157,Website,2025-02-05,27688.89,1155396,74864,3949,154032.8888049186,"Great campaign, loved the visuals!"
CMP_7083,Social Media,2025-04-08,12012.1,410138,7095,433,19311.04229458482,"Spammy ad, hidden it."
CMP_8283,Website,2025-06-03,27337.26,412799,31788,6192,402269.29692165303,"Spammy ad, hidden it."
CMP_6545,SMS,2025-08-12,21969.99,756256,17881,2854,250798.06677283606,"Not interested, irrelevant content."
CMP_9941,Email,2025-02-12,17900.19,752145,10213,697,53232.43761641486,The ad was okay but a bit repetitive.
CMP_5269,Website,2025-07-03,20762.35,992656,94208,18636,407257.1972977055,"Decent, but could be better."
CMP_5712,SMS,2025-08-14,22454.68,1083493,17729,1966,62085.667866547825,Too expensive for me.
CMP_9956,Website,2025-07-20,22687.79,599228,6200,668,21971.158521146015,The ad was okay but a bit repetitive.
CMP_9819,SMS,2025-11-13,42995.13,608967,42079,6334,489364.34855723183,"Worst experience, link didn't work."
CMP_3689,SMS,2025-07-03,16757.77,195038,5785,450,13219.062960458208,"Spammy ad, hidden it."
CMP_6941,SMS,2025-02-20,17906.78,775663,22825,1956,41732.50733113586,Highly recommended!
CMP_7695,Email,2025-03-20,45197.93,728675,57622,9808,481372.30469592713,Too expensive for me.
CMP_1183,Email,2025-11-06,49955.6,511525,43518,7901,613561.485919703,"Spammy ad, hidden it."
CMP_8851,Email,2025-08-01,47512.77,1391795,133500,10768,547777.4137190633,"Great campaign, loved the visuals!"
CMP_5172,Email,2025-11-11,36690.26,1804907,95921,9358,644198.4798753418,The ad was okay but a bit repetitive.
CMP_2774,Email,2025-03-01,33387.62,1424817,22879,4003,223849.1798946669,Highly recommended!
CMP_8584,Email,2025-12-26,18958.79,818019,74576,5380,265776.6706977156,Highly recommended!
CMP_6306,Website,2025-06-01,20357.98,411629,11257,1696,125233.65327887659,Highly recommended!
CMP_3835,Social Media,2025-02-28,48408.25,654051,17498,1735,170671.15167383445,"Not interested, irrelevant content."
CMP_5424,Website,2025-08-10,44743.04,1833362,116505,22970,2125343.2190418197,Too expensive for me.
CMP_7726,Email,2025-01-21,4208.71,107445,9089,1106,86233.26949938523,"Decent, but could be better."
CMP_2194,Website,2025-09-02,27417.1,1255040,31695,4142,193372.29939175263,"Decent, but could be better."
CMP_2250,SMS,2025-12-30,25767.22,364371,31439,1955,46284.83508058133,"Decent, but could be better."
CMP_4218,Website,2025-09-25,9169.34,202194,17637,1858,77130.22268052802,"Great campaign, loved the visuals!"
CMP_9640,Social Media,2025-05-02,18061.84,322980,18949,2882,172885.535022857,Amazing offer! bought it immediately.
CMP_5331,Website,2025-01-20,16881.04,540603,53881,2920,60032.01280800336,"Worst experience, link didn't work."
CMP_4009,Email,2025-12-23,4710.63,214837,19644,3238,270463.4237016746,Highly recommended!
CMP_4841,Email,2025-06-20,33412.32,665096,12254,2218,215445.00736516982,The ad was okay but a bit repetitive.
CMP_5107,Website,2025-09-28,46389.37,2018452,30799,3797,97957.49273847489,Too expensive for me.
CMP_5282,Website,2025-09-13,38190.14,780110,62982,5680,264293.61954329856,The ad was okay but a bit repetitive.
CMP_1611,Social Media,2025-03-11,30613.79,1528565,136675,23857,1645803.9692319047,"Decent, but could be better."
CMP_6799,Website,2025-10-21,38223.13,1525140,90141,13073,560362.5512192245,"Worst experience, link didn't work."
CMP_6477,Website,2025-08-19,7478.52,219347,16589,2337,75891.89826087317,"Worst experience, link didn't work."
CMP_1680,Social Media,2025-12-05,15781.08,182102,4586,767,16367.572222593413,Amazing offer! bought it immediately.
CMP_4287,Email,2025-05-27,49999.39,2485641,215192,28484,2797794.1083602095,Too expensive for me.
CMP_6622,Social Media,2025-01-29,45250.44,1094570,60577,3154,97109.25088578097,"Not interested, irrelevant content."
CMP_3589,Social Media,2026-01-07,6742.46,172391,14031,949,78086.19879405036,Highly recommended!
CMP_5523,Email,2025-12-28,6845.72,184650,15489,2199,100432.7232219282,Amazing offer! bought it immediately.
CMP_8483,Social Media,2025-03-15,17871.78,525871,7193,1421,56144.39726517463,Love this brand!
CMP_7463,SMS,2025-11-29,48759.35,1710957,132973,24845,2009377.3080457312,The ad was okay but a bit repetitive.
CMP_6436,Social Media,2025-02-20,47467.66,2135971,40730,6602,154808.4946171285,"Great campaign, loved the visuals!"
CMP_7041,Social Media,2025-04-23,28790.9,1064869,101847,8220,777902.0386536854,"Spammy ad, hidden it."
CMP_6872,Website,2025-10-26,25910.46,292898,15599,1684,158808.44384120285,The ad was okay but a bit repetitive.
CMP_8360,Email,2025-09-19,29858.26,1481600,63834,7183,600590.4070402485,Highly recommended!
CMP_1000,SMS,2025-06-22,40239.69,1194989,46139,8303,682494.0284493204,"Worst experience, link didn't work."
CMP_5784,SMS,2025-11-16,35825.83,667549,60929,7798,744754.2340112495,"Not interested, irrelevant content."
CMP_4799,Social Media,2025-11-28,31577.68,1111383,48468,8798,863621.2147591624,Highly recommended!
CMP_6655,Social Media,2025-11-29,27651.06,1221772,29144,2505,100472.3380101839,Too expensive for me.
CMP_5417,Website,2025-09-17,5755.88,182506,15521,1905,82734.65400079235,Highly recommended!
CMP_7821,SMS,2025-01-31,24972.97,309230,20138,1966,71150.38302313132,The ad was okay but a bit repetitive.
CMP_9967,Email,2025-04-24,25962.57,956291,67160,11680,265315.92276727303,"Not interested, irrelevant content."
CMP_4484,Email,2025-12-29,22600.35,383901,13911,1650,42683.66727787014,Amazing offer! bought it immediately.
CMP_1997,Social Media,2025-08-14,16231.01,645313,47922,3152,93975.99138955679,Amazing offer! bought it immediately.
CMP_6066,SMS,2025-04-08,34573.7,888178,58101,6792,603548.5836423239,Amazing offer! bought it immediately.
CMP_5166,Social Media,2026-01-15,41973.26,611602,25161,4084,309185.1180443158,"Worst experience, link didn't work."
CMP_5719,Social Media,2025-01-20,48120.02,929225,29882,2179,77013.08791892078,Amazing offer! bought it immediately.
CMP_5211,SMS,2025-03-23,42143.23,663420,18249,1642,40596.277806421735,Too expensive for me.
CMP_6491,SMS,2025-04-05,33118.84,962811,69461,5671,343851.52452709986,Love this brand!
CMP_8560,SMS,2025-05-30,43477.25,616289,54581,5149,241550.9146539558,The ad was okay but a bit repetitive.
CMP_5139,Website,2025-03-18,18511.07,472986,24599,4329,332443.974976991,Highly recommended!
CMP_6032,Email,2025-05-17,49910.67,2119540,160969,25765,1731029.760341341,"Worst experience, link didn't work."
CMP_8041,SMS,2025-05-28,8331.77,364536,34722,5853,542013.5116441861,Amazing offer! bought it immediately.
CMP_6078,SMS,2025-08-25,15245.02,615308,12979,1037,90252.13560617482,Too expensive for me.
CMP_7309,Social Media,2025-03-08,36815.45,949732,89594,5748,490073.8504022282,"Worst experience, link didn't work."
CMP_7135,SMS,2025-07-13,36296.51,619021,16256,1777,106285.11339678368,Amazing offer! bought it immediately.
CMP_9945,SMS,2025-09-05,26049.32,356139,33423,4524,190944.00464022244,"Great campaign, loved the visuals!"
CMP_7356,Email,2025-10-02,11631.59,375497,34377,3031,203443.42540377594,"Great campaign, loved the visuals!"
CMP_7664,Website,2025-07-01,17361.99,664331,9149,556,12122.10318800032,Highly recommended!
CMP_9464,Email,2025-10-05,49692.23,1012516,96201,15077,770067.8399336375,The ad was okay but a bit repetitive.
CMP_9318,Social Media,2025-02-25,48515.41,649478,61694,4786,459217.781636298,Highly recommended!
CMP_3789,SMS,2025-09-27,44805.45,461308,22371,3340,239433.7304326016,"Spammy ad, hidden it."
CMP_9908,Website,2025-11-07,22525.8,983969,12724,2044,199305.43323323596,"Worst experience, link didn't work."
CMP_6145,Website,2025-06-19,41899.42,1180978,45574,7304,628112.648333339,"Spammy ad, hidden it."
CMP_3980,Website,2025-06-25,26275.06,1098518,81720,5533,549625.7123788892,"Great campaign, loved the visuals!"
CMP_6345,Website,2025-12-08,8661.58,216025,4231,733,71968.27108490463,"Worst experience, link didn't work."
CMP_6457,Social Media,2026-01-07,22861.49,925716,68597,6422,406177.51166851586,"Spammy ad, hidden it."
CMP_2860,Email,2025-08-15,6361.85,174605,17230,3241,108352.6385782136,The ad was okay but a bit repetitive.
CMP_3503,Email,2026-01-02,22537.01,988763,18117,3352,230510.30974421644,The ad was okay but a bit repetitive.
CMP_2569,Email,2025-08-26,12330.38,416969,40682,2582,70811.70114165873,"Great campaign, loved the visuals!"
CMP_1603,Website,2025-07-12,18982.94,643446,37241,2424,241907.3850599174,Too expensive for me.
CMP_5931,Social Media,2025-04-23,43798.62,2022612,92111,14511,801198.0750066404,"Worst experience, link didn't work."
CMP_2125,Social Media,2025-02-09,27481.8,1304250,29414,2322,133129.3950955018,The ad was okay but a bit repetitive.
CMP_7374,SMS,2025-08-21,34828.41,1011111,45561,8202,741614.654524441,Highly recommended!
CMP_2892,Website,2025-10-16,9287.54,198396,2891,278,25468.283545008802,"Decent, but could be better."
CMP_1178,Social Media,2025-06-14,5897.9,294677,3458,295,16391.920102701522,"Not interested, irrelevant content."
CMP_2522,Social Media,2025-01-21,46422.91,630076,17067,2177,44919.049765751435,"Great campaign, loved the visuals!"
CMP_7804,SMS,2025-12-06,14824.04,311023,26374,4048,293327.5494725914,"Worst experience, link didn't work."
CMP_8071,Email,2025-10-12,32428.69,1472688,71320,9255,777155.4929258657,"Worst experience, link didn't work."
CMP_5902,Social Media,2025-10-16,16150.6,569751,49942,6551,461214.2324957351,Highly recommended!
CMP_3365,Social Media,2025-12-06,8661.64,216206,7971,1498,94118.22884426596,"Worst experience, link didn't work."
CMP_8130,Website,2025-07-07,16201.81,359018,34004,4595,335402.1420479525,"Worst experience, link didn't work."
CMP_4840,Email,2025-01-21,24492.17,700601,68215,12563,573678.8872832019,"Great campaign, loved the visuals!"
